Original_Text,City,Country
"Sté An. pour la Fabrication d'Outils Reishauer
Zürich
Vertegenw. v. België: Maison Domanski S.A.
22 Quai de Fragnée Luik",Liège,Belgium
"Ahrtal-Industrie für chemische & metal-
lurgische Produkte G.m.b.H.
Neuenahr (Rheinland)",,
Daniel Quatannens Snaeskerke,,
"Marcel Romain Square de l'Aviation 21
Bruxel
Usine à Mons",Brussels,Belgium
"Marcel Romain Square de l'Aviation 21
Bruxel
Usine à Mons",Mons,Belgium
"Sté An. """"Glukeros"""" Wondelgem bij Gent",Ghent,Belgium
"Sté An. pr l'Industrie des Huiles Schooten
Bureau de vente
Vve C. Cantner Fils Meir 55 Antwerpen",Antwerp,Belgium
"N.V. Chemische Fabrik """"Naarden""""
Agt. Dep. Georges De Laps 35 Rue de la Croix de Fer
Brussel",Croix,France
"N.V. Chemische Fabrik """"Naarden""""
Agt. Dep. Georges De Laps 35 Rue de la Croix de Fer
Brussel",Brussels,Belgium
"Gelatinewerke Meissner C°
Agt. A. Dewaelhens 15 rue Vandermeersch
Brussel",Brussels,Belgium
"Anc. Etablts Serres & Purtoundias Frs
Paris
Rept. Gen. Oscar Bergmann
Rue Fontainas 17 Blles Midi",Paris,France
"Capper Pass & Son Ltd Bedminster
Smelting Wks
Bristol
Rept Felix Van Buggenhoudt
196 Rue Gachard Blles",Bristol,United Kingdom
"Jules Lison-Dupont Mons
Avenue de Frapier 65",,
"Wiesauer Farbenglaswerke A.G. vorm
E. Grosse
Wiesau Kr. Sagan",Żagań,Poland
"Appert Frères 34 Rue des Chasses Clichy
(Seine)",,
"Neue Glasindustrie-Gesellschaft G.m.b.H.
Weisswasser O.L.",Bělá pod Bezdězem,Czechia
"Zwieseler & Pirnaer Glasindustrie
Pirna",Pirna,Germany
"Emil Gross Wiesau
Kreis Sagan",Żagań,Poland
"Simeons C° Ltd. Wilson Street 17.
London E.C.2",Greater London,United Kingdom
Nelson Dale C° Ltd. Warwick England,Warwick,United Kingdom
"Paul Kestner 89/90 Lützowstrasse
Berlin S.W. 35",Berlin,Germany
Chemische Fabrik F. Menzer Karlsruhe B 26,Karlsruhe,Germany
"~~Sté d'Exportation de Produits chimiques~~
Arthur Schilde
~~Reynkens & Cornelis Klapdorp 10~~
Chemisch technische Produkte
Gerokstrasse 44 Dresden A 16
~~Antwerpen~~",Dresden,Germany
"Léon Cornelis Kathelijne Vest 31
Antwerpen",Antwerp,Belgium
"Polstorff & Co 17 Van Trier Str.
Antwerpen",Antwerp,Belgium
"Dr H. König & Co Weissenfelser Strasse 75
Leipzig Plagwitz",Leipzig,Germany
A. Geisendörfer Mainz a Rh.,,
"Foto Chemische Fabrik
M. B. Vogel Leipzig-Lindenau",,
A. Geisendörfer Mainz a Rh.,,
"Bubeck & Dolder Bâle
Succr de J.H. Wolfensberger & Co",,
"Norddeutsche Chemische Fabrik Eidelstedt Hamburg
Repr. Alfred Kraus Brussel",Brussels,Belgium
"A Boake Roberts & Co Ltd
Carpenters Road Stratford London",Stratford-upon-Avon,United Kingdom
"A Boake Roberts & Co Ltd
Carpenters Road Stratford London",Greater London,United Kingdom
"Blank & Stoll
Mech. Holzwarenfabrik & Sägewerk
Calw Württemberg Schwarzwald",Calw,Germany
"Chem. Fabr. Koeckert Michalowsky
& Bayer Act. Ges.
Berlin Neuköln
Ag. Alfred Kraus 125 Rue Potagère Bxl",Brussels,Belgium
"P. Gybels Fils 37 Rue Brogniez Blles
Depositaire van: G. MacLellan & Co Ltd
Glasgow (Govan)",Govan,United Kingdom
"P. Gybels Fils 37 Rue Brogniez Blles
Depositaire van: G. MacLellan & Co Ltd
Glasgow (Govan)",Glasgow,United Kingdom
"Theodor Teichgraeber A.G. ci. dev. Hasche & Woge
Hamburg
Agt. A. Van Gelder
Boomgaardstraat 27 Antwerpen",Hamburg,Germany
"Julien Pagnoulle
Rue de la Montagne 98/100 Verviers",Montagne,France
"Julien Pagnoulle
Rue de la Montagne 98/100 Verviers",Verviers,Belgium
"Chemische Fabrik Dr Hans Sachse G.m.b.H.
Dorotheenstr. 36 Berlin N.W. 7
Administration des Mines de
Bouxwiller
Agt. R. Peellaert & Garny
55 Meir Antwerpen",Berlin,Germany
"Favag Fabrique d'Appareils Electriques S.A.
Neuchatel Zwitserland
Agt. M. Aecker
Ceasar De Paepestr. 11
Brussel",Brussels,Belgium
C.F. Boehringer & Söhne Mannheim,Mannheim,Germany
"Chemische Fabrik Buckau
Mannheim-Rheinau",,
"Ets Lignofibre Sams
Pontarlier (Doubs)
Arbois (Jura) adresser la
correspondance
à Arbois",Arbois,France
"L'Essor Anversois
41 Neke straat Antwerpen",Antwerp,Belgium
Sté An. de Ronet Flawinne (Belg),,
"Depaifve & Olivier Jerusalem str 42
Schaerbeek Blles
Concessionnaire exclusif
Jean Labouvere Rue de l'Ecuyer 6A Blles",,
"P. Michiels rue des Vignes 42
Borgerhout",,
"Lambert Van Gaal
Turnhoutschebaan 57 Borgerhout
W. Kiefer & Cie 65 Gijsel str ",,
"Sté de Moteurs à Gaz et d'Industrie
Mecanique
135 Rue de la Convention Paris",Paris,France
B. Lebrun Sté An. Nimy,,
"Herm. Bovenschen Boite 19 Brussel
Alg. verteg. van
G. A. Lippe Hannover",Brussels,Belgium
"Bureaux Internationaux
Renard & Keyser 7 Rue Fossé aux Loups
Brussel",Brussels,Belgium
"$S^{té}$ An. des Ateliers B. Lebrun
Nimy",,
"Manufacture Suisse de Baguettes
d'Encadrements Lausanne",Lausanne,Switzerland
"C. Sensenbrenner G.m.b.H.
Maschinenfabrik Düsseldorf Oberkassel
The Creamery Package Mfg. Company
New York 47 W/ $34^{th}$ St.
The Ruemmeli-Dawley Mfg Company
St Louis, Mo.
The Artic Ice Machine Company
Canton, Ohio, U.S.A.",New York,United States
"C. Sensenbrenner G.m.b.H.
Maschinenfabrik Düsseldorf Oberkassel
The Creamery Package Mfg. Company
New York 47 W/ $34^{th}$ St.
The Ruemmeli-Dawley Mfg Company
St Louis, Mo.
The Artic Ice Machine Company
Canton, Ohio, U.S.A.",St. Louis,United States
"C. Sensenbrenner G.m.b.H.
Maschinenfabrik Düsseldorf Oberkassel
The Creamery Package Mfg. Company
New York 47 W/ $34^{th}$ St.
The Ruemmeli-Dawley Mfg Company
St Louis, Mo.
The Artic Ice Machine Company
Canton, Ohio, U.S.A.",Guangzhou City,China
"Chemische Fabrik Grünau
Landshoff & Meyer Aktienges. Grünau
bei Berlin",Berlin,Germany
"$S^{té}$ des Usines Quiri & $C^{ie}$ Schiltigheim
(Bas Rhin)",,
A.C.E. Nico Sint Niklaas,Nice,France
"Fabrique Lombarde de Produits Chimiques
Milan Agt. F. Pirard 77 rue du Comte
de Flandre
Brussel",Brussels,Belgium
"Chemische Fabrik $D^r$ Karl Klein G.m.b.H.
Neu-Isenburg
bei Frankfurt a/M",Frankfurt,Germany
"The Old Strand Chemical Trading $C^o$
Vertr. L. Tcherniak 6 rue Jean Lophems
Brussel",Brussels,Belgium
"$V^{ve}$ A. Bugisch Fils
148-150 Georges Moreau str. Brussel",Brussels,Belgium
"Alfred Claisse Rue Walthère Jamar 220
Ans Liège",Liège,Belgium
Bruchhausen bei Hüsten i.W.,Houston,United States
Hochspeyer (Rheinbayern),,
Fürstenwalde /Spree,,
Holzminden,,
Berlin O.,Berlin,Germany
Konstanz (Baden),Baden,Austria
Konstanz (Baden),Constance,Germany
Bruchhausen b.Hüsten (Westfl.),Houston,United States
Frankfurt a.M.,Frankfurt,Germany
Hamburg 31,Hamburg,Germany
W i e n.,,
M. Wiesner                                                      Wiesbaden,Wiesbaden,Germany
"Sté An. Horlogerie Controle, Electricité 5 rue des Colonies Bruxelles",Brussels,Belgium
"Carl Jäger G.m.b.H.                                              Düsseldorf 
 Schliesfach No 519",,
"Félix Moreau 
 33 rue Georges Moreau                                              Brussel 
 Agent Genl Belgique des cotons à nitrer des usines P. Temming",,
A. G. für Cartonnagen industrie                                              Dresden N.,Dresden,Germany
"Em. Marinus fils ainé 
 Diercxsens straat 15                                              Antwerpen (Zuid)",,
Martin Bonamy & Cie                                              Cuylits Str. 1 Antwerpen,Antwerp,Belgium
"Bouchonnerie Centrale 
 de Belgique                                              Kazerne Str. Dendermonde",Santarém,Portugal
Polre Koch                                                                                                Gent,Ghent,Belgium
E. Tordeux                                              14 Avenue de Maire Doornik,Tournai,Belgium
E. Tordeux                                              14 Avenue de Maire Doornik,Mairé,France
"Jean Slama                                              Verviers 
 (Coton et déchets effilochés)",,
"Strassburger Isolirtwerke 
                                              Strassburg Schiltigheim i. Els..",Strasbourg,France
"Grünzweig & Hartmann G.m.b.H. 
                                              Ludwigshafen am/Rh.",Ludwigshafen am Rhein,Germany
Vertegenw. Wanner. Cie                                              Brussel,Brussels,Belgium
"J. Matas-Martinell 
                                              Kartuizers Str. 28 Brussel",Santarém,Portugal
"J. Matas-Martinell 
                                              Kartuizers Str. 28 Brussel",Brussels,Belgium
Cie Belge d'Isolations Sté Coop.                                              Boom,Boom,Belgium
Cie Belge d'Isolations Sté Coop.                                              Boom,Chicago,United States
A. Gigot                                                                                                Antwerpen,Antwerp,Belgium
"Gebr. Martin G.m.b.H.                                              Köln Mülheim 
 <span style=""""color:red"""">{ Verkoop v België G. & A. C Avenue Louis 32 Bxl</span>",Brussels,Belgium
"May & Sohn                                              Gross-Walditz 
                                              bei Bunzlau",Bolesławiec,Poland
"~~Pappenindustrie G.m.b.H.~~ 
 ~~Boxhagenerstrasse 41/42 Berlin O 38~~",,
"Franz Eggert                                              Grosse Frankfurter Str. 10 
                                              Berlin O 17.",Berlin,Germany
Joh. Sitzhaus Nachflg.                                              Iserlohn,Iserlohn,Germany
Alfred Leippner                                                                                Leipzig,Leipzig,Germany
"Thür. Hartpapierw. Fabrik H. E. Löscher 
 Hohe Mark Oberursel                                              G.m.b.H.",Marks kommun,Sweden
Cartonnerie de Nivelles A. Wringer Nijvel.,Nivelles,Belgium
H. Behn. Cie Santbergen,,
"Hubert. Cie Morlanwelz 
 ^(Depothouder: Leon M & D. Bouwmaterialen Langstr. Borgerhout)",,
Telesphore Trivier 20-28 [Rue des] Champs Quievrain (Belgique),Champs,France
Gebr. De Hovre Audegem Dendermonde,Dendermonde,Belgium
J. B. Wigand Gosselies,,
"Verband Deutscher Strohpappenfabriken S.m.b.H. 
 Düsseldorf 74, Benratherstrasse 29",Dusseldorf,Germany
"Schunk, Ebe Vertgw Materiel et Appareils Electriq[ues] 
 18 rue de la Fontaine Paris",Fontaine,France
"Schunk, Ebe Vertgw Materiel et Appareils Electriq[ues] 
 18 rue de la Fontaine Paris",Paris,France
"L'Electromagnétique 64 boul. Emile Jacqmain Brussel 
 ch. Guillaume Ing. A. I. Lg.",Ingelheim am Rhein,Germany
J. Geissel Frankfurt a/M.,Frankfurt,Germany
"Hochstein & Weinberg Wassertor Str. 50 Berlin S.42. 
 Vertegenw. W. Scheller Floris straat 21 Brussel",Berlin,Germany
"Hochstein & Weinberg Wassertor Str. 50 Berlin S.42. 
 Vertegenw. W. Scheller Floris straat 21 Brussel",Salzburg,Austria
"Hochstein & Weinberg Wassertor Str. 50 Berlin S.42. 
 Vertegenw. W. Scheller Floris straat 21 Brussel",Brussels,Belgium
"Oscar Rommel, Co G.m.b.H. Nerchau",,
"Sachische Kartonnagen Maschinen A.G. 
 Dresden A 16 h. Blasewitzer Str. 21",Dresden,Germany
"Sachische Kartonnagen Maschinen A.G. 
 Dresden A 16 h. Blasewitzer Str. 21",Santarém,Portugal
Walterwerke m. b. H. Leipzig-Plagwitz,,
Werner & Pfleiderer Keulen Gereonshaus,Cologne,Germany
Baldomero Marly 165 Bld du Hainaut Brussel,Marly,France
Vve Hermann Classen Rue du Paradis 118 Liège,Liège,Belgium
"Bouchonnerie centrale de Belgique 
 Kazerne Str. Dendermonde",Santarém,Portugal
"Pierre Cantillana Rue de France 29 Brussel. 
 A. & L. Cantillana Suc.",Brussels,Belgium
"Jettke & Ziegler Hohlglashüttenwerke 
 Döbern",,
"G. W. Reye & Söhne Hamburg
~~G. Collet 40 Carlshall Road~~
~~Well Hall London S. E. 9~~",Hamburg,Germany
J. Hollanders Antwerpen,Antwerp,Belgium
"Scapi"""" Sté An. de Construction des Appareils pr
l'Industrie Vilvorde",,
"Victor Nondonfaz Agence de Charbonnages
Hemalle Grande",,
"Felten & Guillaume Carlswerk A.G. Cöln Mülheim
Reprst. Em. Hertogs 75 Longue rue de la Haie Uccle",Uccle - Ukkel,Belgium
R. Beyer & Cie 20 Raap Str. Antwerpen,Antwerp,Belgium
"Coeley, Mathijs Rue des Fanfares
Jemeppe s/ Meuse",,
"Marret & Bonnin 43 Karthuizer Str.
Brussel",Brussels,Belgium
Volkmar Hänig & Cie Heidenau Dresden,Dresden,Germany
Volkmar Hänig & Cie Heidenau Dresden,Chicago,United States
"Comptoir National des Cotons nitrifiables
~~Alfr Van Bever 50 Rue Pyck Antwerpen~~",,
"Adolf Brückan jr Bethanien Ufer 5
Berlin s. Berlin",Berlin,Germany
Romain Talbot Wupperstr. 46 Berlin,Berlin,Germany
"Usines Ed. Huwart Luik
Bureelen 13 Rue Renkin Luik Usine à Wilsele
bij Leuven",Liège,Belgium
"Usines Ed. Huwart Luik
Bureelen 13 Rue Renkin Luik Usine à Wilsele
bij Leuven",Leuven,Belgium
"Felix Moreau Agent des Usines J. Temming
33 rue Georges Moreau ~~Brussel~~",,
J. Haack 78 R. des Artistes Brussel,Brussels,Belgium
Vertgw. van Venta-Werke Aug. Blödner Gotha,Gotha,Germany
Cableries de Seneffe S. A. Seneffe,,
"Aachener Misch- und Knetmaschinen
Fabrik Peter Küpper
Vaalserstr. N° 71 Aachen",Aachen,Germany
Georg Meyer Nieuwendijk 53 Amsterdam,Amsterdam,Netherlands
"(Agt Gen:) C. Viviani 24 Avenue du Port Montreux
Sté Lorraine de Charbons Lampes & Appareillages Electriques
Rue du Faubourg St Honoré 56 Paris (8)",Saint-Honoré,France
Georg Bonn & Cie Mozartstr. 3 Cöln Rh,Cologne,Germany
"Karton-Werke & Pappenfabrik Grünbach
Noebe & Dietrich",,
"G. Schumann Pappenfabrik
Schmiedefeld Post Grossharth",Post,United States
"Mechanische Pappenfabrik Ilbenstadt
Philipp Bechtel Ilbenstadt b. Friedberg
(Hessen)",,
"Paul Hüfner. Co Tiefurt-Weimar
Spezialfabrik für Matrizentafeln",,
"Koch. Co G.m.b.H. Pappen & Kunstleder-Werke
Wandsbek",,
"Max Wilsdorf Papier & Pappenfabrik
Freiberg Sachsen",Freiberg,Germany
"Alfred Seyring Pappenfabrik
Wolfersgrün Post Kirchberg i. S.",Kirchberg,France
"Alfred Seyring Pappenfabrik
Wolfersgrün Post Kirchberg i. S.",Post,United States
"Hermann Kellner. Co Packpapiere en gros
Luckauer-Strasse 5 Berlin S.",,
"Edmund Obst & Co Inh. C. Müldner Berlin u Edm. Obst
Leipzig
Alexandrinenstr. 134 Berlin S.W. 68
Papierfabrik Lager & Vertretung.",Berlin,Germany
"Edmund Obst & Co Inh. C. Müldner Berlin u Edm. Obst
Leipzig
Alexandrinenstr. 134 Berlin S.W. 68
Papierfabrik Lager & Vertretung.",Leipzig,Germany
"Bremer & Schmidt Köln-Nippes
Vertretung der Pappenfabrik Hirtz & Kommer
Brachelen Bez. Aachen Bahnstat. Lindern",Aachen,Germany
"J. Schlerath m.b.H. Neudorf. a. d. Spree
Consignationslager Berlin S.O. 16 Neanderstr
31",Berlin,Germany
Mapra A.G. Fürstenstrasse 73 Dresden,Dresden,Germany
"Hirtz & Kommer Pappenfabrik
Brachelen Bez. Aachen Bahnstat.
Lindern",Aachen,Germany
"N.V. Cartonfabriek """"Erica"""" Oude Pekela
Repr. pr la Belgique Jacques Wauters
118 Lamorinière str.
Antwerpen.",Old Town,Czechia
"N.V. Cartonfabriek """"Erica"""" Oude Pekela
Repr. pr la Belgique Jacques Wauters
118 Lamorinière str.
Antwerpen.",Antwerp,Belgium
"Jan Van Delden
Bord en Spijkerpapierfabriek Vaassen
(Holland)",,
"Fidelity Coal & Mining Company
Miners & Shippers
Commercial Trust Building
Philadelphia P.A.",Philadelphia,United States
"Julius Meyer Vertgw der Chemische Fabrik Grünau
Gustave Defnet Str. 53 Brussel",Brussels,Belgium
"~~Marcel Sainte 43-45 Rue Verrept De Keyser~~
~~Blls~~",,
"Pierre Arys Birmingham Str. 131
Anderlecht - Brussel",Anderlecht,Belgium
"Pierre Arys Birmingham Str. 131
Anderlecht - Brussel",Brussels,Belgium
"Joh. Alb. Henkels Düsseldorf
Vertgw. J. Robert Hamm
150 Rue Terre Neuve Brussel",Dusseldorf,Germany
"Joh. Alb. Henkels Düsseldorf
Vertgw. J. Robert Hamm
150 Rue Terre Neuve Brussel",Novi Ligure,Italy
"Joh. Alb. Henkels Düsseldorf
Vertgw. J. Robert Hamm
150 Rue Terre Neuve Brussel",Brussels,Belgium
"Snoeck Ducaju & Fils
Rue du Roseau 70 Gent",,
Hector Ledent - Bollé Rupelmonde,,
"Levert ook boord aan Mess Wwe Deckx
G. et A. Delattre Bld du Jubilé Brussel",Brussels,Belgium
"Hugo Bertschorn Werke für Papierverarbei-
tung und Blechemballage Ersatz
Magdeburg-Neustadt",,
"Vanderborght Frères 46-58 Rue de l'Ecuyer
Bxl",Brussels,Belgium
"Johnson, Matthey & Co Ltd
Hatton Garden London",Greater London,United Kingdom
"Usines Fanières Frères Forchies
(België)",,
Martin Frères Verviers,Verviers,Belgium
"<span style=""""color: red;"""">Cotons bruts et déchets Spécialité de
Cotons teints et blanchis Cotons filés Coton des Indes nettoyé
Usine spéciale pour le nettoyage, cardage et
triage des cotons et déchets.</span>
Pierre Reno & Co Mariakerke bij Gent",Ghent,Belgium
"Van Haenderen Bd Beguinage 18
Gand",Ghent,Belgium
"~~G. Lion - Gabriels 3 Porte du Sas Gand~~
Leon Gabriels Petit Dock Gand",Ghent,Belgium
"J. B. Smeesters & Co Bld. Plaisance 219
(Fils escargassés) Gand",Ghent,Belgium
"P. J. Lanssens 29 Amsterdamzch straat
Antwerpen",Antwerp,Belgium
"Van Bergen Jan Van de Wervestr. 43
Antwerpen.",Bergen,Norway
"Van Bergen Jan Van de Wervestr. 43
Antwerpen.",Antwerp,Belgium
Bremer Papier & Wellpappenfabrik Act. Ges. Lübbeck i.W.,,
Alban Scheufler Wellpappenwerk,,
Lehma i/ Erz.,,
J. Colassin 10-12 Klappeistraat Antwerpen,Antwerp,Belgium
Cöln-Rodenkirchener Wellpappen-Fabrik Rodenkirchen b/ Cöln,,
Bruno Bergmeier / Schwedter Str. 2,Santarém,Portugal
Bruno Bergmeier / Schwedter Str. 2,Bruno,Italy
Berlin N. 37,Berlin,Germany
Klein & Comp. Papier Fabrik Zweigniederlassung,,
Rosenthalerstr. 40 Berlin C,Berlin,Germany
Josef Schunk M. Gladbach,,
Faveta Sté An. La Louvière-Bouvy,,
N.V. Van Der Lely's touwfabrieken,,
Rotterdam Amsterdam Groningen,Rotterdam,Netherlands
Rotterdam Amsterdam Groningen,Amsterdam,Netherlands
Rotterdam Amsterdam Groningen,Groningen,Netherlands
Cie Crane 64 Quai des Charbonnages Jette,,
Fabrieken te Maassluis,Maassluis,Netherlands
N.V. Nico Hoos Stoomspinnerijen en touwfabrieken,Nice,France
Fabrieken van:,,
Buigzaam Staaldraad touw,,
Herkulestouw Scheeps en Visscherij touwwerk,,
Pak en Bindtouw en Kordel,,
Eerste Nederlandsche Fabriek van gegolfd karton,,
~~A. Piszer & Meurens Gebr. 102 Papenstraat 102~~,,
Andre De Wijs & Co Breda ~~Leuven~~,Breda,Netherlands
Nederlandsche Was en Paraffinefabriek,,
voorh. Gebrs. Cats Papiergroothandel,,
Goudsche Singel 71-73 Rotterdam,Rotterdam,Netherlands
Nederlandsche Golfkarton en Cartonnagefabriek,,
Wiese & Co G.m.b.H. ~~Stettin~~ Helmond,Helmond,Netherlands
Agent: H. Muller & Cie,Chicago,United States
"Read Holliday & Sons, Ltd } 308, rue des Palais, Brussel",Rue,France
"Read Holliday & Sons, Ltd } 308, rue des Palais, Brussel",Brussels,Belgium
Huddersfield,Huddersfield,United Kingdom
"Anc. Mon Deschamps Frères } """" """" ",,
Vieux-Jean-d'Heurs (Meuse),,
~~United States Rubber Export Cy Ltd~~,,
~~43 Rue de l'Ecuyer Brussel~~,,
Manufacture de Cables Metalliques,,
A. Delsaux & Robert Usines à Bezons (S. et O.),Bezons,France
Repr. & Dépositaires M. M. A. Husson,Husson,France
171 Rue de Merode Brussel,Brussels,Belgium
Walter Kellner A.G. Maschinenfabrik,,
Barmen-Wichl,,
"Bernhardt Tolmacz . C°
Luisenstrasse 59                       Berlin N.W.9",Berlin,Germany
"Schützler . C° Schonwalderstr E
                                                                  Berlin N.39",Berlin,Germany
Paul Altmann Luisen-Strasse 47 Berlin,Berlin,Germany
"Wellpappen-Werk
Johannes Krieger Jülich",Jülich,Germany
"Gaston Cohen . Cie
Fiévé straat 20 Gent",Ghent,Belgium
"J. Hique
Rue de Dublin 22 Ixelles Bruxelles",Dublin,Ireland
"J. Hique
Rue de Dublin 22 Ixelles Bruxelles",Brussels,Belgium
"Compagnie des Chargeurs Belges
Antwerpen",Antwerp,Belgium
"Sabel & Scheurer G.m.b.H.
Oberursel bei Frankfurt a/M.",Frankfurt,Germany
"Amsterdamsche Chininefabriek
de Wittenkade 48-50
Amsterdam",Amsterdam,Netherlands
"Société pour l'Industrie Chimique
à Bâle
Succ. Belge 47 Avenue Eugène De Molder
Bruxelles Schaerbeek",Basel,Switzerland
"E. Sommer . Co
Fabrik Photographischer Karten & Kartons
Gerichtsweg 16",,
"L.B. Holliday . Co Ltd Huddersfield
England
Repr. S. Sraffone . Co Ltd 2 rue Vandermeulen
Bruxelles",Brussels,Belgium
"Van Droogenbroeck Frères
157 Bara straat Brussel Zuid",Gentofte Municipality,Denmark
"Fabrique Belge de Cadres
J. Beullens & G. Frigon
366 Chaussée de Gand Molenbeek Brussel",La Chaussée,France
"Fabrique Belge de Cadres
J. Beullens & G. Frigon
366 Chaussée de Gand Molenbeek Brussel",Ghent,Belgium
"Fabrique Belge de Cadres
J. Beullens & G. Frigon
366 Chaussée de Gand Molenbeek Brussel",Molenbeek-Saint-Jean - Sint-Jans-Molenbeek,Belgium
"Valmont & Cie 33 rue Godot de Mauroy
Matières Premières
Importateurs directs de Chine Paris (IXe)",,
"Chauvin & Arnoux
186-188 Rue Championnet
Paris

Repr.
Etabl. Henkart Van Velsen
Réunis
155 Rue de Laeken
Bxlles",Paris,France
"Chauvin & Arnoux
186-188 Rue Championnet
Paris

Repr.
Etabl. Henkart Van Velsen
Réunis
155 Rue de Laeken
Bxlles",Laeken - Laken,Belgium
"Sté H. Cana F. Reymond et F. Compagnon
O.T.I.C Clermont Ferrand",Clermont-Ferrand,France
"Sté H. Cana F. Reymond et F. Compagnon
O.T.I.C Clermont Ferrand",Clermont,France
"Integra St An
Ateliers de Constr d'Appareils
de Mesure & de Controle
20 rue de la Vieille Montagne
Liège
Repr. — idem —",Montagne,France
"Integra St An
Ateliers de Constr d'Appareils
de Mesure & de Controle
20 rue de la Vieille Montagne
Liège
Repr. — idem —",Liège,Belgium
"Fabriques de Papiers & Cartons De Koure
Frères
Audegem by Termonde",Dendermonde,Belgium
"Franz Reinelt Kartonfabrik Grunau (Bez.
Döbeln)
i. Sa.
Papierfabrik Reisholz A.G. Abt. Rohrwerk
Arnsberg
Westfalen",Arnsberg,Germany
"Ch. G. A. Van Den Bogaerde
Rue Belle Vue 59-61 Gent",Bailleul,France
"Ch. G. A. Van Den Bogaerde
Rue Belle Vue 59-61 Gent",Ghent,Belgium
Papeteries Joannot & Latune Annonay,Annonay,France
"Pappenfabrik Zwönitz Oscar Koch Zwönitz
Erzgebirge",,
P. Jos. Elfes Krefeld,Krefeld,Germany
"L. Maxant 38 Rue Belgrand Parijs
Agente gen. Max Wasteels Luik
10 Rue Pasteur",,
"N. M. Flandria St Gillis bij Dender
monde
Bijhuis: 122 National Straat
Antwerpen",Antwerp,Belgium
"Suzuki & Co Kobe Japan
Vertw: C. Kastele Alsterdamm
Hamburg
10-11",Hamburg,Germany
Steinhauser & Co Antwerpen,Antwerp,Belgium
Adhémar Demanet Gosselies,La Garde-Adhémar,France
Ad. Bleichert & Cie Leipzig-Gohlis,Chicago,United States
"The Mitsubishi Company
N 10 Sanyukkenbori Saychome Kyobashi-Ku
Tokyo",,
"Sté Alsacienne de Produits Chimiques
Usines Mulhouse & La Rochelle Pallice
Siège Social 63 Boulevard Haussmann
Paris 8e",Paris,France
"La Industrial Resinera Ruth S.A.
Santander Apartado 99",Santander,Spain
"W. Schindler Ing. Constr.
54 Rue Auguste Bailly Asnières (Seine)
Agt v België O. J. Delcroix 70 rue de Merode
Gilles",,
"Compagnie Metallurgique de la Campine
13 Korte rue des Claires Antwerpen",Antwerp,Belgium
Wauckosin . C° Frankfurt a/M.,Frankfurt,Germany
"A. J. Allard Frères 3 Rue de Ciplet
Brussel Laeken",Laeken - Laken,Belgium
"A. J. Allard Frères 3 Rue de Ciplet
Brussel Laeken",Brussels,Belgium
"Hercules Powder Company P.O. Box 752
Rotterdam",Rotterdam,Netherlands
"K. Weinert Elektrotechnische u Bogenlampen
Fabrik
Muskauer Str 24 Berlin S.O. 36",Santarém,Portugal
"Glaswerke Grossbreitenbach Neuhaus a/R
Grossbreitenbach in Thüringen",,
"Credit Colonial et Commercial
Schuttershofstraat 9-11 Antwerpen",Antwerp,Belgium
"Virginia Cellulose Company Inc.
Hopewell
Vrtgw. Hercules Powder Company
Rotterdam",Rotterdam,Netherlands
"P. Pironet 99 Renkin straat 99
Brussel Noord",Brussels,Belgium
"Preusse & Co A.G. Leipzig
Agt v. België: Etabl. Plantin Brussel",Saint-Germain-d'Étables,France
"Sté Française des Presses F.L.
Anc. Etablissements Foulont, Langenhagen
24 Rue Latine Roubaix (Usine)
Vente: 75 Avenue de la République Paris",Paris,France
"Mulatier & Dupont
287 Avenue Jean Jauris (7e arr.) Lyon",Lyon,France
"G. & J. Weir 22 Rue Caumartin Paris
IX",Paris,France
"Cie des Compteurs & Manomètres
6 à 14 Rue des Wallons Liège",Liège,Belgium
"National Vulcanized Fibre Cy Wilmington
Agce H. Janssen-Foulon
Rubenstraat 41 Brussel",Brussels,Belgium
"Gandenberger'sche Maschinenfabrik
Georg Goebel Griesheimweg 51 Darmstadt",Darmstadt,Germany
C. G. Haubold G.m.b.H. Chemnitz,Chemnitz,Germany
Wilh. Ferd. Heim Offenbach a/M.,Offenbach am Main,Germany
G. Krauss Alexandrinenstr. 93 Berlin S. 42,Berlin,Germany
Guschky & Tönnesmann Dusseldorf Reisholz,Dusseldorf,Germany
"R. Ernst. Fischer. Wescher Elberfeld
Sandstrasse 3-5",,
Ferd. Emil Jagenberg Himmelgeisterstr. 107 Dusseldorf,Dusseldorf,Germany
Walterwerke m.b.H. Leipzig Plagwitz,Leipzig,Germany
J. M. Voith Heidenheim,Heidenheim an der Brenz,Germany
Walter Kellner Barmen Wichlinghausen,,
K. Gebler Leipzig Plagwitz 10.,Leipzig,Germany
J. I. Bretschneider & Co Leipzig Li. Merseburgerstr 40,Leipzig,Germany
"Maschinen Fabrik Max Kroenert Altona-Ottensen
Schützenstrasse
Vertzw. Heyd & Frigo 55 Rue de Fabriques Bxl",,
"A. Muller & Cie 44 Van Schoor str
Brussel Noord.
Vertgw. van verschillende Engelsche Fabrieken",Brussels,Belgium
"Friedr. Müller
Inh. Paul Söffge Potschappel Dresden",Dresden,Germany
Fr. Wilhelm Kutzscher Deuben-Dresden,,
"Walter Kellner Barmen-Wichl
Vertgw. Nathan Meyer 1 Rue du Gouvernement Provisoire Brussel",,
Grahl & Hoehl Dresden ❌,Dresden,Germany
