Original_Text,City,Country
"Deutsche Sprengstoff. Act. Ges.
Europahaus Hamburg I
fabriek in Düren

Westfälische Anhaltische Sprengstoff Act. Ges.
Chemische Fabriken Potsdamer Str. 127/128 Berlin W
Fabriken in:
Reinsdorf
Coswig
Sythep
Sinsen
Urdorf (Schweiz)",Berlin,Germany
[Company / Address],,
Deutsche Celluloid Fabrik Eilenburg,Eilenburg,Germany
"Usines Ed. Huyart Liège
Bur. 13 rue Renkin",Liège,Belgium
"Usines Ed. Huyart Liège
Bur. 13 rue Renkin",Rue,France
"La Sofromine Sté An.
15 Boulvard du Regent Brussel",,
"Sté Commerciale Lambert Rivière
Anc. Mon Desmazieres & Lambert
Agence de vente de Bruxelles
13 Rue des Quatre Bras Brussel",Brussels,Belgium
"Sté Commerciale Lambert Rivière
Anc. Mon Desmazieres & Lambert
Agence de vente de Bruxelles
13 Rue des Quatre Bras Brussel",Bras,France
"Sté Commerciale Lambert Rivière
Anc. Mon Desmazieres & Lambert
Agence de vente de Bruxelles
13 Rue des Quatre Bras Brussel",Bruxelles - Brussel,Belgium
"Sté Industrielle de la Cellulose
""""Sidac""""
237 Allée Verte Gent",Ghent,Belgium
"Königswarter & Ebell Chem. Fabrik
Kommanditgesellschaft
Hannover Linden",Hanover,Germany
"Königswarter & Ebell Chem. Fabrik
Kommanditgesellschaft
Hannover Linden",Linden,United States
"A. Held Paris Agt: A. L. Dumoulin
77 Avenue de Cortenberg
Brussel
Ringe & Co Klotzsche b. Dresden
Lehmann & Voss Hamburg Bieberhaus
Gebrüder Oestreicher Breslau 1",Bruxelles - Brussel,Belgium
"Soc. An. Sacomei 48/50 Bd Adolphe Max
Bxl",,
"Gustav Becker
Spezialwerk für Gummiwarenfabrikation
Heidenheim a. d. Brenz
Werner & Männche Dresden A 24",Dresden,Germany
"Leon Bodart Aven. Ducpétiaux 116
Bxl",Brussels,Belgium
"Jean Lehembre
Rue Laventie 3, 5, 7 Lille Nord",Lille,France
"Jean Lehembre
Rue Laventie 3, 5, 7 Lille Nord",Laventie,France
"Schmidt & Brösel / Gummi & Guttapercha Fabr.
Halle a. S.",Halle (Saale),Germany
"Chemical Products Co 83 Broad Str.
Boston (Mass)",Boston,United States
"Wilhelm Koreska Wien XVII / 1
Fabrik chemisch präp. Papiere
Papierwaren",,
"L. Marlier Constructeur Mecanicien
Roucourt lez Peruwelz",Roucourt,France
"Encre Antoine Sté An.
38 Rue d'Hautpoul 19 Ar. Paris
Agt. A. Corst Place des Martyrs 7 Bxl",Paris,France
"Van Riet & Meyers St Jacobsmarkt 1
Antwerpen",Antwerp,Belgium
Klein & Co Rosenthalerstrasse 40/41 Berlin C 24,Berlin,Germany
"The London Chemical Company
Kingsley House Harp Lane London EC",Greater London,United Kingdom
"The British Xylonite Company Ld
Hale End Londres
Ag. v België L.F. Denisheau
5 Rue de Vienne Blles",Halle (Saale),Germany
"The British Xylonite Company Ld
Hale End Londres
Ag. v België L.F. Denisheau
5 Rue de Vienne Blles",Greater London,United Kingdom
"The British Xylonite Company Ld
Hale End Londres
Ag. v België L.F. Denisheau
5 Rue de Vienne Blles",Vienna,Austria
"Chemische Fabrik Niederrhein Neuss
Agt: N.V. Nederl. Handelsmaatschappij
voor Metalen en Ertsen
Leuvehaven 88 Rotterdam",Rotterdam,Netherlands
Chemische Fabrik Anhalt,,
"Dufour Frères, Elouges
(130, rue de la Brasserie, Brux.)",Rue,France
"Dufour Frères, Elouges
(130, rue de la Brasserie, Brux.)",Brux,France
"Les Experts Comptables Associés Sté Coop
Rue de la Régence 41 Blles",,
"E. Mosberg fils 31 Montagne aux Herbes
Blles Potagères",,
"Fabrique Belge d'appareils Cinematographiques
Charles Van Blaekewijck Blles Nord
31 Rue des Prairies",,
"Acéméta Sté An.
89 Rue Vanden Boogaerde Blles
Agent van de Stockholms Superfosfat Fabriks
Aktiebolag Stockholm",Stockholm,Sweden
Chemische Fabrik Budenheim Akt. Ges. Mainz,Mainz,Germany
"C.A.F. Kahlbaum Chem. Fabr. G.m.b.H.
Berlin Adlershof",Berlin,Germany
Cie Gen. des Conduites d'Eau Sté An. Liège,Chicago,United States
Cie Gen. des Conduites d'Eau Sté An. Liège,Gennes-sur-Seiche,France
Cie Gen. des Conduites d'Eau Sté An. Liège,Liège,Belgium
"Cie Continentale des Compteurs
53 Rue de Birmingham Brussel",Brussels,Belgium
"Cie Continentale des Compteurs
53 Rue de Birmingham Brussel",Birmingham,United Kingdom
"Leo Schonlau & Cie Riehen Bale
Rep.t Les Fils de Victor Bos 29 Rue d'Astorg Paris",Paris,France
"E. Rouffart Constructeur Liège
15 Rue Jonckeu",,
"Etablissements Alba
24 Rue de Londres Paris",Greater London,United Kingdom
"Etablissements Alba
24 Rue de Londres Paris",Paris,France
"Fabrique Anversoise d'Encres d'Imprimerie
Karel Geertsstraat 42 Borgerhout",,
Berger & Wirth Farbenfabriken Leipzig,Leipzig,Germany
"Otto Baer Farbenfabriken Radebeul
Dresden",Dresden,Germany
"Dermatoid Werke Paul Meissner
Leipzig",Leipzig,Germany
"Armand Bonhomme Place Coronmeuse 21
Herstal-Liège",Herstal,Belgium
"Jänecke Frères & Fr. Schneemann G.m.b.H.
Hannover
Brussel 261 Rogier Laan",Hanover,Germany
"Jänecke Frères & Fr. Schneemann G.m.b.H.
Hannover
Brussel 261 Rogier Laan",Brussels,Belgium
Jules Molle Charleroi,Charleroi,Belgium
"Michel Zwalens 2 België lei
Antwerpen",Antwerp,Belgium
J. Delacre-Zoon Charleroi,Charleroi,Belgium
"De Tornaris & Bianchi Settimotor
bij turin",Turin,Italy
"T.N. 75
Duvene De Wit & C° Herengracht 158
Amsterdam",Amsterdam,Netherlands
"Fabrique Anversoise d'Encres d'Imprimerie
Karel Geerts Str. 42 Borgerhout Antwerpen",Antwerp,Belgium
"Drubin Ltd Copenhagen Denemarken
v.d. Kamp 35 Op. Zegerslei Antw",,
"J. G. Schelter & Giesecke Leipzig
Agent v. België Joseph Scheid 44 Colignon plaats
Brussel",Brussels,Belgium
"Henri Fontaine 32 Cuylits straat
Antwerpen",Antwerp,Belgium
"Anzeiger für Berg, Hütten, Metall und
Maschinenindustrie L. A. Klepsig
Leipzig",Berg-sur-Moselle,France
"Anzeiger für Berg, Hütten, Metall und
Maschinenindustrie L. A. Klepsig
Leipzig",Leipzig,Germany
"Chemische Fabrik Dr Hugo Stoltzenberg
Müggenburger Schleuse Hamburg 28",Hamburg,Germany
"Charles Pécher Succ. Ampère & Cie
Boussu lez Mons",Mons,Belgium
"A. Maes-Braeckmann
Arrière Rue N°62 Mont St Amand",Saint-Amand,France
"Akt. Ges. für Seilindustrie vorm. Ferd. Wolff
Vertegenw. Al. Preusser Mannheim
14 Place du Conseil Brussel",,
Rohm & Haas A.G. Chemische Fabrik Darmstadt,Darmstadt,Germany
"Eisenwerk Albert Gerlach
Nordhausen Pr. Sa",Nordhausen,Germany
"Benno Schilde Maschinenbau Akt. Ges.
Hersfeld H. N. Ag. Dep. Mench & Co
36 Rue Fiefry Brussel",Brussels,Belgium
W. Böckenhagen Nachflg. Güstrow i. M,Güstrow,Germany
"Barett Manufacturing Co
Anspachlaan 150 Brussel
Vertg. Leon E. P. Willemsens 12 Baron Dhanis Lei Antw.",Brussels,Belgium
"Vve A. Lagazy Rue de la Consolation 83
Leverancier der Accijnzen Bruxelles",,
Sté Belge d'Imprimerie 3 Rue du Ruisseau Blles,,
"Etablissements Goddaer (Papeteries Goddaer
Pays d'Harlebeke 9.10.11 Courtrai Chée de Gand 12)",Kortrijk,Belgium
"Etablissements Goddaer (Papeteries Goddaer
Pays d'Harlebeke 9.10.11 Courtrai Chée de Gand 12)",Les Hauts-de-Chée,France
"Etablissements Goddaer (Papeteries Goddaer
Pays d'Harlebeke 9.10.11 Courtrai Chée de Gand 12)",Ghent,Belgium
"Frans Vervoort Korte Zavelstraat 15
Antwerpen",Antwerp,Belgium
Ter Horst & Co Rijssen (Nederland),,
"Fleming Birkby & Goodall Ltd Halifax
propriétaires des Usines West Croft Works Halifax
Teon Belt """" à Fleetwood
Salford Card Works à Brighouse
Woodfield Mill à Liversedge
Ag. E. pr Belgique: G & C Kreglinger Antwerpen",,
"Faltschachtel-Werk Arthur Friedrich
Richard Wagner Str. 14 Leipzig
~~Raymond Ransay~~
Rd de l'Acétylène No 18 Brussel",Leipzig,Germany
"Faltschachtel-Werk Arthur Friedrich
Richard Wagner Str. 14 Leipzig
~~Raymond Ransay~~
Rd de l'Acétylène No 18 Brussel",Brussels,Belgium
"Fabr. F. Charbonnel Quai Montebello 13
Parijs
Revendeur
C. Courtoy 77 Rue de Fiennes Brussel
Midi",Paris,France
"Kast & Ehinger G.m.b.H. Stuttgart
Vertegw. J. Scheid
44 Place Collignon Blles
~~Rudolphs Haus Wunder Cassel, Berlin~~
Equip. Deposit. G Van Hove De Bom str. 62 Antwerpen",Antwerp,Belgium
"Société Energie Mons
Place d'Overnes 1",,
"Graton & Knight Mfg. Co Worcester
Mass. U.S.
Agt. Ed. Noirhomme 43-45 Rue d'Angleterre
Blles",Worcester,United States
"Pol Antonsen Aug. Michiels str. 6 Antwerpen
Fr. Geurts Londenstr. 15 Antwerpen
Charles Uvo Nassaustr. 32 Antwerpen",Antwerp,Belgium
"G. MacLellan Co Ltd Glasgow (Ecosse)
Depot: P. Gybels Fils 37 Rue Brogniez
Blles",,
"Ad. Renuart Fils 66 rue de Liège
Waremme lez Liège",Liège,Belgium
"Constructions Electriques Nancy
Rep.",,
"H. Bernert Wielandstr. 42 Berlin,
Charlottenburg",Berlin,Germany
"H. Bernert Wielandstr. 42 Berlin,
Charlottenburg",Charlottenburg,Germany
H. C. Bestehorn Aschersleben,Aschersleben,Germany
Continentale Papiersack Fabrik A.G.,,
Gartnerstr. 17 Breslau,Wrocław,Poland
Reinhardt Schmidt Elberfeld,,
Carl Rud. Bergmann Alte Jacobstr. 20-22 Berlin S.W. 68,Berlin,Germany
Farbwerk Rhenus Lim. Keulen Ehrenfeld,Cologne,Germany
Vertegw. H. Dohet Laeken,Laeken - Laken,Belgium
Albert Lijnen & Co Antwerpen,Antwerp,Belgium
Albert Lijnen & Co Antwerpen,Albert,France
Eug Blondiau - Vroenen,,
20 De Stassart Str. Brussel,Brussels,Belgium
J. A. Schmidt . Co 33 Groenplaats Antwerpen,Antwerp,Belgium
M & J. Dubois Ing. 140 Rue Grétry,Ingelheim am Rhein,Germany
Liège,Liège,Belgium
Hackethal Draht- u Kabel-Werke A.G.,,
Hannover,Hanover,Germany
Sté du véritable émeri de Naxos,,
Naxos Union,,
Atelier de Construction Julius Pfungst,,
Francfort s/ Main,Frankfurt,Germany
Waltham Emery Wheel Co,Waltham,United States
Waltham Mass,Waltham,United States
American Emery Wheel Works,,
Providence R.I. U.S.A.,Providence,United States
Nestelroij Amsterdam,Amsterdam,Netherlands
F. Gombero. Demol,,
140 Rue Hotel des Monnaies Brussel,Brussels,Belgium
Phenix Works,,
Flemalle Haute,Flémalle,Belgium
"Gignoux Frères & Barbezat
Usines à Décines près Lyon
Agenten: J. & C. Van Hopplynus De Cock
71 rue de l'Etuve Brussel",Décines-Charpieu,France
"Gignoux Frères & Barbezat
Usines à Décines près Lyon
Agenten: J. & C. Van Hopplynus De Cock
71 rue de l'Etuve Brussel",Lyon,France
Albany Chemical C° Albany N.Y.,City of Albany,United States
"John Dickinson & C° Ltd
Apsley Envelope Mills Hemel Hempstead
Herts",,
"Comptoir des Essences et Produits Chimiques
A. L. Stas 13 rue de Paris
Aubervilliers - Paris",Aubervilliers,France
"Comptoir des Essences et Produits Chimiques
A. L. Stas 13 rue de Paris
Aubervilliers - Paris",Paris,France
"Schimmel & C° Miltitz près Leipzig
Alf. Kraus
125 Rue Potagère
Brussel",Leipzig,Germany
"Schimmel & C° Miltitz près Leipzig
Alf. Kraus
125 Rue Potagère
Brussel",Brussels,Belgium
V. Petraz Rue Parfait Silence 77 Lyon,Lyon,France
"Agence Anversoise des Fosses Perfecta
Place de Meir 73 Antwerpen",Antwerp,Belgium
"Vve D. Laurent. Fils 15 Place Communale
Achille Laurent Succ. Seneffe (Hainaut)",,
"H. Janssen Toulon
134 Quai du Canal Herstal",Canale d'Agordo,Italy
"H. Janssen Toulon
134 Quai du Canal Herstal",Herstal,Belgium
"Schimmel & C° Miltitz bei Leipzig
Vertger Alfred Kraus
125 Rue Potagère Blles",Leipzig,Germany
"Heiselhaecker Lampen Compagnie
Glühlampenfabrik Grossenhainerstr.
Dresden 92",Dresden,Germany
"Manufacture de Cables Electriques
à Eupen
Agent. gen. John Heley
64 Rue Fossé aux Loups Blles",Eupen,Belgium
"Manufacture de Cables Electriques
à Eupen
Agent. gen. John Heley
64 Rue Fossé aux Loups Blles",Fossé,France
J. B. Wieland Gosselies,,
"Sté Belge d'Appareillage Electrique Industriel
A.E.I.
45 & 47 Rue de l'Instruction Blles",,
"Sté Européenne Commerciale & Industrielle
Brussel
Agent: Bernini 3 Courte Rue Porte aux Vaches
Antwerpen",Brussels,Belgium
"Sté Européenne Commerciale & Industrielle
Brussel
Agent: Bernini 3 Courte Rue Porte aux Vaches
Antwerpen",Antwerp,Belgium
"Daniel C. Griffith. Co
7 Victoria Avenue Bishopsgate London E.C.
F. Claudet Ltd
6 & 7 Coleman Str. London E.C. 2",Greater London,United Kingdom
"J. Dumont, Verviers",Verviers,Belgium
"J. Dumont, Verviers",Dumont,Brazil
"Fabr. des Engrenages Maag Zurich
Agt. Gen. po. België Alf. Bailly Drève du Prince de
Ligne 16
Uccle. Blles",Zurich,Switzerland
"Weston Electrical Instrument Cy
Waverly Park Newark New Jersey
Alg. Agent voor België
Anciens Etablissements V. Duquesne & Cie
Rue Liedts 13 A.E.V.D Blles",Newark,United States
"The Bristol Cy Waterbury Conn. U.S.A.
Agent A.E.V.D.",Bristol,United Kingdom
"The Bristol Cy Waterbury Conn. U.S.A.
Agent A.E.V.D.",Waterbury,United States
"Les Ecrans Radiologiques Paris
8 10 12 Rue Portefoin
Kahlbaum Berlin
Radiologie Akt. Ges. Kurfürstenstr. 126
Berlin W. 35
Chemische Fabrik von Heyden Radebeul
Dresden",Berlin,Germany
"Les Ecrans Radiologiques Paris
8 10 12 Rue Portefoin
Kahlbaum Berlin
Radiologie Akt. Ges. Kurfürstenstr. 126
Berlin W. 35
Chemische Fabrik von Heyden Radebeul
Dresden",Dresden,Germany
"Horst Wolf G.m.b.H. Leipzig C I
Georgiring 7",,
"Omnium Electrique
Manufacture Belge de balais, contact
& Porte Balais
Dison",Porte,Italy
"Ag. John Claes 12 Dupont str. Brussel
Verein für Chemische Industrie Frankfurt a/M.",Brussels,Belgium
Usine Ed. Huwart 13 Rue Renkin Luik,Liège,Belgium
"Sté An. La Flaconnerie Belge Brussel
Chaussée de Ninove 248",La Chaussée,France
"Sté An. La Flaconnerie Belge Brussel
Chaussée de Ninove 248",Ninove,Belgium
Sté An. des Pavillons 4 Boulevard Anspach Bxl,Brussels,Belgium
Havrenne Frères Jumet,,
"Cristalleries du Val St Lambert
Val St Lambert",,
"Wood Bros Glass Co Ltd Barnsley
Borough Flint Glass Works",Flint,United States
"Van Merkensteyn's Glasindustrie
Rotterdam",Rotterdam,Netherlands
"Sté An. Lainière de Schlessin
Bur. 29 Chaussée d'Anvers Brussel",La Chaussée,France
"Sté An. Lainière de Schlessin
Bur. 29 Chaussée d'Anvers Brussel",Brussels,Belgium
"E. Marty & Cie Riberac (Dordogne)
E. Tortillon & Cie Successeurs",Chicago,United States
x Louis Binet & Cie Annonay (Ardèche),Annonay,France
x Louis Binet & Cie Annonay (Ardèche),Chicago,United States
"x P.L. Mattard Chateauneuf
pres Angoulême (Charente)",Angoulême,France
x Debouchaud Cie Nersac (Charente),Nersac,France
x Debouchaud Cie Nersac (Charente),Chicago,United States
"Thomas Josef Heimbach Düren
Filztuchfabriken
Vertegw. Edgar Roose Rue de la Montagne 86
Brussel",Brussels,Belgium
"Reinh. Bruch & Co G.m.b.H. Preuss Moresnet
Rheinland",,
"Sté d'Exportation de Produits chimiques
Reynkens & Cornelis Klapdorp
Antwerpen",Antwerp,Belgium
"Cie Fse du Filtre Berkefeld
53 Rue Vivienne Paris 2
H. Noelke 199 rue Royale
Brussel",Paris,France
"Cie Fse du Filtre Berkefeld
53 Rue Vivienne Paris 2
H. Noelke 199 rue Royale
Brussel",Brussels,Belgium
"Usines Ed. Huwart
13 Rue Renkin Luik",Liège,Belgium
C. Neunerdt Gendbrugge,,
"Pieter De Block
42 Rue du Pré Antwerpen",Antwerp,Belgium
"Boroid L^td
Gwydir Chambers 104 High Holborn
Londen W. C.
Bijhuis in Berlijn Boroid Com. b. H.
Stolpische Strasse 37 Berlin N. 113",Greater London,United Kingdom
"Boroid L^td
Gwydir Chambers 104 High Holborn
Londen W. C.
Bijhuis in Berlijn Boroid Com. b. H.
Stolpische Strasse 37 Berlin N. 113",Berlin,Germany
"Stassfurter Chemische Fabrik
vorm. Vorster & Grüneberg Stassfurt",,
"Sensitized Products Company
Rochester N.Y. U.S.A.",City of Rochester,United States
"F. Reddaway & C^o Ltd Agent: A. Muller & C^o
Manchester 308, rue des Palais, Brussel",Rue,France
"F. Reddaway & C^o Ltd Agent: A. Muller & C^o
Manchester 308, rue des Palais, Brussel",Brussels,Belgium
"Anton Korffmacher Apparatenfabrik
Spezilität: Filter Apparate mit porösen Stein Elementen
Düsseldorf-Bilk 59 Himmelgeisterstr. 64",,
"Prat Dumas. C^ie Couze St Front
Frankrijk
Agents: L. Blondiau & G. Vandevelde
99 Avenue de l'Armée Brussel",,
"The Celluloid Collodion Products Co Ltd
106 Strand London W. C 2",Greater London,United Kingdom
"Sté An. des Papiers Favor Usines à :
20 Rue Malher Paris Rebais
Vertegenw.
Melleville
J. & E. Van Hopplynus De Cock Callenelle
249 Rue du Progrès Brussel",Brussels,Belgium
"H. Jonassen Foulon Rue Rubens str. 41
~~134 Quai du Canal~~ H Brussel
Agt. van National Vulcanized Fibre Cy
Wilmington",Brussels,Belgium
"H. Jonassen Foulon Rue Rubens str. 41
~~134 Quai du Canal~~ H Brussel
Agt. van National Vulcanized Fibre Cy
Wilmington",Wilmington,United States
"F.E. Epperlein Papierfabrik
Elterlein Bez. Chemnitz",Chemnitz,Germany
"Henri Lacroix
Agences et Dépôts de fabriques
7 Rue Joseph Claes
Blles Midi",,
"Thomas Josef Heimbach G.m.b.H.
Düren Rhl.",Duren,Germany
"Gustav Kunz Act. Ges.
Mechanische Gurt-Treibriemenweberei und Seilerei
Treuen i. S.",,
"Emile & Jules Duhant
Quevaucamps",,
"Chemische Fabrik Eidelstedt Hamburg
Rep. Alfred Kraus Blles",,
Karl Veit Filztuchfabrik Göppingen,Göppingen,Germany
Gottl. Fr. Thomas. Sohn G.m.b.H. Lengenfeld (Vogtland),,
"Actiengesellschaft der Filzfabriken
vormals A. Volpini & Söhne
Wien VI Getreidemarkt N° 1",Vienna,Austria
"Conrad Munzingen & Cie
Olten Schweiz",Olten,Switzerland
Pohl & Cie Düren Rhld.,Duren,Germany
Pohl & Cie Düren Rhld.,Chicago,United States
"Chr. Heinrich Thomas Filztuchfabrik
Lengenfeld i Vogtl.",,
"Filztuch-Fabrik J. J. Marx
Lambrecht (Pfalz)",,
"M. Serepel & E. Deconinck Brussel
Rue de Spa 57",Spa,Belgium
"Deutsche Steinzeugwarenfabrik
Friedrichsfeld Baden",Baden,Austria
"Deutsche Steinzeugwarenfabrik
Friedrichsfeld Baden",Bedřichov,Czechia
"L. Cottereau 68 Quai de la Rapée
Paris 1 & 3 Passage Genty",Paris,France
"L. I. Perl & Co Kom. Ges. Berlinerstr. 167
Chemische Fabrik Lack Fabrik Berlin Tempelhof",Berlin,Germany
"G. H. Orth Barmen
<span style=""""color: red;"""">Ag. John Claes
12 Dupont straat
Brussel</span>",Brussels,Belgium
Gehe . C<u>o</u> Dresden N.,Dresden,Germany
"Paul Coles <span style=""""color: red;"""">68 Chaussée de Gand</span> ~~Rue de l'Independance 96~~ Brussel",La Chaussée,France
"Paul Coles <span style=""""color: red;"""">68 Chaussée de Gand</span> ~~Rue de l'Independance 96~~ Brussel",Ghent,Belgium
"Paul Coles <span style=""""color: red;"""">68 Chaussée de Gand</span> ~~Rue de l'Independance 96~~ Brussel",Brussels,Belgium
"<span style=""""color: red;"""">Dépôt d: Glycerine de la Fettsäure und Glycerine Fabrik Hamburg</span>
Les Usines Jules Franck réunies S<u>té</u> An.
Jumet",Hamburg,Germany
~~Verreries de Binche S<u>té</u> An. Binche~~,,
~~Verreries de Courcelles Courcelles Motte~~,,
~~Alfred Dewerpe Charleroi~~,,
~~Urbain Dufour C<u>ie</u> Roux~~,,
"<span style=""""color: gray;"""">Rep. Emile Regnier [illegible] Charleroi</span>
~~Leimwerke Joh. Pfeffer A.G. Memmingen Bayern~~",Charleroi,Belgium
Thuringer Gelatine Fabrik,,
"C. Jetter . Kraus Stadtilm Thür.
Schwarzb. Rudolst.",,
Oesterreichische Chemische Werke A.G.,,
"IV/1 Technikerstrasse 5 Wien
Verleg. E. Meersch Brussel",Vienna,Austria
"Carl Ewald Sobernheim
a. d. Nahe",,
"Julius Herold Monzingen (Rheinland)
a. d. Nahe",,
"A Zoude & E. Guillemin 22 R. de la Bourse
Vertegw. van Brussel",Brussels,Belgium
S<u>té</u> An. S. Laprévote & C<u>ie</u> 10 Rue Sedaine Paris,Paris,France
U.S. Glue Company ~~75 Cliff Str~~ New York City,,
Standaert & C<u>o</u> Balgerhoeke,,
Carl Creutz Gelatine Fabriken Michelstadt,Žiar nad Hronom,Slovakia
"Gelatine & Dicalciumphosphat Werke A/G.
Hamburg f. mb H. Hamburg",Hamburg,Germany
"A. Gijsels - Janssens 17, Rue Pourbus
Antwerpen Zuid",Antwerp,Belgium
~~Joseph Wouters~~ [illegible/crossed out],,
"Verreries Techniques Lamenne frères
Successur Edm. Lamenne",,
Grand' Rue 69-71 Courcelles,Grand,France
Grand' Rue 69-71 Courcelles,Courcelles,France
"Elias Greiner Vetters Sohn Glashüttenwerke
Lauscha in Thüringen",,
"Sté du Verre Triplex 11 Rue Desnouettes Paris
Depositaires p^r la B^que B. d'Uston & H. Carlier
Avenue du Commerce 169 Anvers",Paris,France
"Sté du Verre Triplex 11 Rue Desnouettes Paris
Depositaires p^r la B^que B. d'Uston & H. Carlier
Avenue du Commerce 169 Anvers",Houston,United States
"Sté du Verre Triplex 11 Rue Desnouettes Paris
Depositaires p^r la B^que B. d'Uston & H. Carlier
Avenue du Commerce 169 Anvers",Commerce,United States
"Sté du Verre Triplex 11 Rue Desnouettes Paris
Depositaires p^r la B^que B. d'Uston & H. Carlier
Avenue du Commerce 169 Anvers",Miklavž na Dravskem polju,Slovenia
"Sté du Verre Triplex 11 Rue Desnouettes Paris
Depositaires p^r la B^que B. d'Uston & H. Carlier
Avenue du Commerce 169 Anvers",Antwerp,Belgium
"Gerstlé Frères 95 Boulevard Beaumarchais
Paris (3e Arr)",Paris,France
"Wilhelm Eisenfuhr Kommandanten Str. 31a Berlin
S.",Berlin,Germany
"N. Kinon Glas & Spiegelmanufaktur
Aachen",Aachen,Germany
"Julius Brückner & C° Ilmenau in Thüringen
Chemische Fabrik Stockerau D^r Felix Pollak
Dapontegasse 13 Wien VII",,
A Mottay & V. Pisart Haren-Nord,,
"Oscar Leclercq 48 Hovenier Str. Bxlle
Vertg. van Sté An. Glukeros Wondelghem
~~Glycerinerie des Trois Fontaines S. An.~~
~~bij Gent~~ Vilvorde",,
"Oscar Hiernaux
110 Rue de l'Egalité et rue du Roton
Charleroi Faubourg ^30.32.34",Rue,France
"Verreries Miroiteries Flaconneries & Verres Speciaux
de la Russie Dampremy-Sud Jumet",,
"Humphreys L^d Londen
alg. Vertg. Robert von Frantz 23 Getry Str.
Antwerpen",Greater London,United Kingdom
"Humphreys L^d Londen
alg. Vertg. Robert von Frantz 23 Getry Str.
Antwerpen",Antwerp,Belgium
"J. Scory
162 Rue du Faubourg St Martin Parijs",Paris,France
"Carl Menzel & Söhne Glaswerk """"Carlswerk""""
Bunzlau",Bolesławiec,Poland
"Glasfabrik """"Greinerschleif""""
Post Pullenried Bayern",Post,United States
"Pilkington Cy 
 Saint Helens près Liverpool 
 <span style=""""color: red;"""">10 Upper Thames St. London E.C.</span> 
 Usines les plus gigantesques du monde et leur pro-
duction égale ~~la~~ à peu près celles des usines continen-
tales réunies.",Liverpool,United Kingdom
"Pilkington Cy 
 Saint Helens près Liverpool 
 <span style=""""color: red;"""">10 Upper Thames St. London E.C.</span> 
 Usines les plus gigantesques du monde et leur pro-
duction égale ~~la~~ à peu près celles des usines continen-
tales réunies.",Greater London,United Kingdom
"Pittsburgh Plate Glass Cy 
 Pittsburgh dans l'état de Pennsylvanie",Pittsburgh,United States
"Joseph Crosfield & Sons Ltd distillers 
 Warrington (Lancs)",,
"Hodgson & Simpson chemically pure 
 Thornes Wakefield glycerine",Wakefield,United Kingdom
"John Knight Ltd distillers 
 Victoria Docks London E.",Greater London,United Kingdom
"Lever Brothers Limited distillers 
 Port Sunlight nr Birkenhead",Port,France
"Lever Brothers Limited distillers 
 Port Sunlight nr Birkenhead",Birkenhead,United Kingdom
"Price Patent Candle Co (distillers) 
 Belmont works Battersea 
 London S.W.",Greater London,United Kingdom
"Christopher Thomas & Brothers Ltd 
 distillers dynamite & chemically pure 
 glycerine Broad Plain St Philips 
 Bristol",Bristol,United Kingdom
"D. W. Gibbs Ltd 105 High Street 
 London Wapping E.",Greater London,United Kingdom
"Ancienne Maison Armandy 
 O. Enjolras & Cie Gendres et Succrs 
 à Saint Fons (Rhône) 
 Specialités de glycérines distillées pr pharmacie 
 et p. dynamites",Fons,France
"Glycerinerie Parisienne Sté An. 
 Usines: Route Nationale Noisy le Sec 
 (Seine) 
 Glycerines chimiquement pures / près Paris",Paris,France
"Alphonse Rueh 63 Rue des Archives Paris 
 Glycerines brutes et raffinées Usine a Aubervilliers",Aubervilliers,France
"Sté Marseillaise des Glycerines distillées
29 rue St Ferreol / Marseille",Marseille,France
"Norddeutsche Glycerin u. Fettsäurewerke
Bergedorf bei Hamburg F. Thörl & Co
Depot Hans Born",Hamburg,Germany
"Empire American Glycerine Co distillers
/ Hackensack (N. J.)",Hackensack,United States
Goodwin Mfg Co distillers St Louis (Mo.),,
"The W. J. M. Gordon Chemical Co distillers
1960 Plum str. Cincinatti
(O)",,
"The Grasselli Chemical Co distillers
60 Wall str New. York",,
"Haskins Bros. Co distillers Sioux City (Iowa)
James S. Kirk & Co """" 326 N. Water str
Chicago (Ill)",Chicago,United States
"The Procter & Gamble Co distillers Cincinatti
(Ohio)",,
W & H. Walker distillers Allegheny (Pa),,
Philippart & Co 15 Meirplaats Antwerpen,Antwerp,Belgium
"C. Van De Putte & Co
24 Joden straat Antwerpen
Depositaire de l'American Asphalt Association",Antwerp,Belgium
"Chas. Page & Co Ltd
47-51 King William Str. London
E.C. 4",Greater London,United Kingdom
"Fabriche Vetrarie Consorziate in Italia
Foro Bonaparte 37A Milan.",,
"Collingridge & Co 287 Goswell Road
Clerkenwell London E.C.",Greater London,United Kingdom
"Pittsburg Plate Glass C° Pittsburgh
Pennsylvanie",Pittsburgh,United States
"Hires Turner Glass C° Fabriek in
Philadelphia
150 Nassau Street
New York",Philadelphia,United States
"Hires Turner Glass C° Fabriek in
Philadelphia
150 Nassau Street
New York",Nassau,Bahamas
"Hires Turner Glass C° Fabriek in
Philadelphia
150 Nassau Street
New York",New York,United States
"Bertahütte Tafelglaswerke Lippold & Söhne
Brand-Erbisdorf i Sa",,
"Sté An. pour la Fabrication d'Outils Reishauer
Zürich
Vertegenw. v. België: Maison Domanski S.A.
22 Quai de Fragnée Luik",Zurich,Switzerland
